Region,Main_brand,Category,Age,Gender,Nationality,OSAT,Communication,Ontime,Proposition,Delivery_fees,Restaurant_options,Grocery_options,Ease_usage,Delivery_process,App_sat,time_deliveryboy,Customer_support,Payment_process,Paying_,Product_quality
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,2,4,6,7,8,9,8,7,6,4,4,3,1,2,3
Western,Nana,Grocery,50+,Male,Nationals,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10
Northern,MRSOOL,Restaurants,15-29,Female,Nationals,7,7,8,7,7,7,8,8,7,8,7,7,7,1,6
Western,MRSOOL,Restaurants,30-39,Female,Nationals,7,7,8,8,9,8,10,7,10,9,10,7,10,9,7
Northern,HungerStation,Pharmacies,30-39,Female,Nationals,7,9,10,7,8,9,9,10,9,8,8,9,8,8,8
Central,HungerStation,Restaurants,40-49,Male,Expat Asians,6,9,10,9,9,10,10,10,9,10,9,9,8,9,9
Central,HungerStation,Grocery,40-49,Male,Expat Arabs,8,9,9,8,9,10,8,8,7,10,9,6,7,6,8
Western,Talabat,Restaurants,30-39,Female,Expat Arabs,9,9,9,8,7,8,6,9,8,8,8,7,8,9,7
Western,HungerStation,Restaurants,30-39,Female,Nationals,9,10,9,8,8,8,8,8,8,9,10,9,9,10,9
Eastern,Careemnow,Grocery,40-49,Male,Expat Arabs,9,9,9,8,8,8,8,8,8,9,9,9,9,9,9
Western,Careemnow,Restaurants,15-29,Female,Nationals,9,8,9,10,10,9,9,9,9,10,8,10,10,8,9
Western,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Male,Nationals,9,10,7,9,6,,4,9,10,10,10,10,8,8,9
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,5,6,5,3,7,8,7,8,3,2,5,4,2,8
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,8,8,8,8,8,10,10,10,9,8,8,8,9,8,8
Western,HungerStation,Grocery,30-39,Female,Nationals,7,7,6,8,8,7,10,5,7,9,8,5,,8,5
Western,HungerStation,Pharmacies,30-39,Male,Expat Arabs,6,7,7,6,7,8,9,10,8,8,8,8,9,10,5
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Talabat,Grocery,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,40-49,Female,Nationals,9,10,9,10,10,10,9,10,9,10,9,10,9,10,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,,,,,,,,,,,,,
South,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,9,10,10,9,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,8,8,8,7,9,,8,8,9,8,8,8,8,8
Eastern,HungerStation,Restaurants,40-49,Male,Nationals,10,9,9,9,9,7,7,9,9,8,7,7,8,8,7
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Male,Nationals,7,6,7,7,5,5,2,5,5,6,5,4,3,3,3
Western,MRSOOL,Restaurants,15-29,Female,Nationals,10,,10,9,8,8,8,8,7,6,4,4,5,2,3
Western,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,9,9,10,9,10,10,10,10,10,10,10,9,10
Central,HungerStation,Restaurants,50+,Male,Expat Arabs,9,9,10,10,9,10,8,10,,,10,10,,,
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,8,8,8,8,5,8,8,8,8,8,5,5,5,5,8
Eastern,HungerStation,Restaurants,30-39,Female,Expat Arabs,8,7,9,7,8,8,8,10,10,10,9,9,10,8,9
Western,HungerStation,Restaurants,40-49,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Western,HungerStation,Electronics,30-39,Male,Nationals,8,9,8,9,7,8,9,8,7,7,8,9,9,9,9
Central,MRSOOL,Restaurants,30-39,Female,Expat Arabs,9,8,7,8,10,10,8,7,9,9,9,,10,10,9
Western,Careemnow,Restaurants,30-39,Female,Expat Arabs,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,9,10,10,9,10,9,8,9,10,10,9,8,7,7
Western,Careemnow,Restaurants,30-39,Female,Expat Arabs,10,9,10,6,6,9,9,10,10,10,10,10,10,10,10
Western,HungerStation,Grocery,30-39,Female,Nationals,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9
Western,MRSOOL,Grocery,30-39,Male,Expat Arabs,8,8,7,7,7,5,7,7,7,7,7,7,7,7,7
Central,Careemnow,Restaurants,30-39,Male,Expat Asians,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,9,7,10,9,8,9,8,7,6,6,6,6
Western,Careemnow,Restaurants,30-39,Male,Nationals,8,9,9,9,10,9,8,9,10,9,9,10,9,9,10
Central,MRSOOL,Grocery,30-39,Female,Nationals,7,5,7,8,7,7,7,6,6,8,8,7,7,6,7
Central,HungerStation,Restaurants,30-39,Female,Expat Asians,6,7,7,7,6,7,7,9,9,8,9,9,9,9,8
Eastern,HungerStation,ODS,30-39,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,Careemnow,Restaurants,30-39,Male,Nationals,10,10,10,10,10,7,8,9,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,15-29,Male,Expat Arabs,10,10,10,10,10,10,,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Female,Expat Arabs,7,7,8,7,8,7,8,7,8,7,8,7,8,7,8
Eastern,Careemnow,Restaurants,30-39,Female,Expat Asians,7,6,6,8,7,8,8,8,8,8,8,8,9,9,7
Eastern,Careemnow,Restaurants,30-39,Female,Expat Arabs,9,9,10,7,8,10,9,10,9,10,9,10,10,,9
Western,HungerStation,Restaurants,30-39,Female,Nationals,7,8,9,7,8,7,8,9,8,7,8,8,8,9,8
Western,HungerStation,Restaurants,50+,Male,Expat Asians,9,8,8,9,9,9,7,9,9,9,9,9,9,9,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,7,7,6,7,9,7,7,9,9,9,6,8
Eastern,HungerStation,Restaurants,30-39,Female,Expat Asians,7,7,7,5,4,7,5,8,8,7,6,6,8,8,7
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,10,8,8,8,4,7,3,9,10,10,10,10,9,9,10
Western,ToYou,Restaurants,40-49,Female,Expat Arabs,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,9,10,10,10,5,10,1,10,8,10,8,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,HungerStation,Grocery,40-49,Male,Expat Arabs,9,8,7,8,8,7,5,5,4,10,9,9,9,9,9
Western,ToYou,Restaurants,30-39,Female,Expat Asians,8,8,10,9,8,8,8,8,7,8,9,8,8,8,9
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,8,7,8,7,7,8,8,8,8,8,7,7,7,7,7
Western,HungerStation,Restaurants,40-49,Female,Expat Arabs,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6
Eastern,HungerStation,Grocery,30-39,Female,Expat Asians,9,3,3,3,3,2,2,2,2,3,2,2,2,3,5
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,6,8,8,7,9,8,8,8,9,8,9,8,8,8,8
Central,HungerStation,Personal_care,30-39,Female,Nationals,8,4,6,6,6,6,6,3,4,5,5,5,5,5,5
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,8,7,9,4,,10,6,,9,10,7,5,9,9,
Western,HungerStation,Grocery,40-49,Male,Nationals,8,8,9,7,7,8,8,9,8,10,10,9,9,8,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,7,8,7,3,7,9,9,8,8,10,9,10
Eastern,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Nana,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Restaurants,40-49,Male,Expat Arabs,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Pharmacies,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,40-49,Male,Nationals,6,4,5,6,5,6,5,6,6,6,5,5,6,5,5
Eastern,HungerStation,Grocery,40-49,Male,Expat Asians,8,8,8,7,8,8,9,7,7,8,8,7,8,,8
Eastern,HungerStation,Restaurants,40-49,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,30-39,Female,Nationals,7,8,7,8,5,4,3,6,7,8,8,7,7,7,6
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,10,9,10,10,10,10,9,8,9,9,10,10
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,30-39,Male,Nationals,9,10,10,10,9,7,8,9,10,10,9,8,9,9,9
Western,Talabat,Personal_care,30-39,Female,Expat Arabs,10,10,10,9,10,9,10,10,10,10,10,10,9,10,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,7,4,4,3,3,3,4,4,4,3,3,4,4,3,3
Eastern,HungerStation,Restaurants,40-49,Male,Expat Asians,5,4,2,3,3,3,3,3,3,4,3,2,3,3,3
Western,Careemnow,Grocery,30-39,Female,Expat Asians,10,9,,,10,10,10,,10,,,,,,10
Western,HungerStation,Pharmacies,40-49,Male,Expat Arabs,6,2,3,1,3,3,2,2,3,1,1,3,2,3,1
Northern,Talabat,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,8,8,7,7,9,7,7,8,9,9,7,7,7,7
Eastern,HungerStation,Grocery,30-39,Male,Expat Asians,8,10,9,9,8,9,8,8,9,8,9,10,8,8,8
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Talabat,Restaurants,30-39,Male,Nationals,9,9,9,8,10,9,8,10,9,8,10,8,8,10,9
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,10,9,10,10,10,9,10,10,10,9,10,10
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,30-39,Male,Nationals,8,6,5,7,7,7,7,7,5,6,6,7,6,6,5
Western,MRSOOL,Restaurants,30-39,Male,Nationals,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Western,MRSOOL,Grocery,30-39,Male,Expat Asians,9,8,9,10,9,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Grocery,30-39,Female,Nationals,9,10,9,10,9,10,10,10,10,9,8,9,9,9,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Nana,Grocery,30-39,Female,Expat Arabs,9,8,8,8,9,3,8,8,5,9,8,7,7,9,9
Eastern,Talabat,Grocery,30-39,Male,Nationals,7,7,6,5,8,9,10,9,9,9,9,10,9,8,9
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,8,9,9,10,9,9,10,9,10,10,10,10,10,9,10
Western,MRSOOL,Restaurants,30-39,Male,Nationals,9,10,9,10,10,9,9,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,10,5,4,5,4,4,5,5,5,5,5,4,4,5,4
Western,HungerStation,Restaurants,30-39,Female,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10
Western,HungerStation,Restaurants,30-39,Female,Nationals,9,9,9,9,10,9,10,9,9,10,9,9,9,9,9
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,10,,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,9,10,7,10,10,6,8,9,10,9,9,9,10,10
Eastern,HungerStation,Restaurants,40-49,Male,Nationals,7,8,7,8,9,8,7,8,9,8,8,9,8,7,8
Western,Wassel,Restaurants,30-39,Male,Expat Arabs,3,6,8,8,6,4,6,9,10,9,8,7,7,8,9
Eastern,Talabat,Restaurants,30-39,Female,Expat Asians,10,8,8,8,6,8,8,8,8,8,8,8,8,8,8
Eastern,MRSOOL,Pharmacies,40-49,Male,Expat Arabs,2,8,7,6,5,4,3,2,1,2,3,4,5,6,8
Western,Careemnow,Restaurants,40-49,Male,Expat Arabs,9,6,8,8,8,9,,9,9,9,8,,10,9,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,6,6,4,6,4,5,5,10,3,10,3,8,10,10,10
Central,Careemnow,Grocery,30-39,Female,Nationals,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,9,8,8,5,4,9,8,10,5,9,2,10,10,10,8
Western,MRSOOL,Grocery,15-29,Female,Nationals,9,8,7,7,7,10,10,10,10,9,9,9,10,10,10
Central,HungerStation,Restaurants,30-39,Male,Nationals,8,9,8,7,8,7,9,9,9,9,8,8,7,7,7
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,9,10,10,10,9,10,10,10,10,10,9,9,9,10
South,HungerStation,Restaurants,40-49,Female,Expat Arabs,8,7,8,8,8,8,2,8,7,10,9,9,,,9
Western,Talabat,Restaurants,30-39,Male,Nationals,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,8,8,10,10,10,9,4,10,8,9,9,9,9,9,9
Western,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Personal_care,30-39,Female,Nationals,7,6,6,7,8,9,8,8,10,9,8,9,8,8,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,7,8,9,9,9,7,8,8,8,8,8,8,8,8,9
Eastern,Careemnow,Restaurants,40-49,Male,Nationals,8,8,8,8,8,7,7,8,7,8,6,6,7,7,7
Western,HungerStation,Restaurants,40-49,Female,Expat Asians,9,8,10,8,8,10,9,9,10,,9,9,9,9,10
Central,Wassel,Restaurants,40-49,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,40-49,Female,Nationals,8,9,8,8,7,8,6,8,8,9,8,9,9,9,8
Central,HungerStation,Restaurants,50+,Female,Nationals,7,7,8,9,8,7,10,10,7,9,9,8,7,5,6
Northern,HungerStation,Restaurants,40-49,Male,Nationals,9,9,9,8,8,7,8,8,8,7,7,6,5,5,5
Central,HungerStation,Restaurants,40-49,Male,Nationals,8,8,8,4,5,4,5,6,9,5,7,5,9,9,8
Western,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,8,8,5,8,8,8,8,8,7,8,8,6
Western,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,9,9,10,10,9,9,10,10,9,10,10,10,10
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,8,8,9,8,5,,,10,9,8,7,7,7,7,8
Western,Careemnow,Restaurants,15-29,Female,Nationals,10,10,7,10,8,10,5,10,8,10,6,10,10,10,10
South,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9
Central,HungerStation,Restaurants,40-49,Male,Nationals,9,10,9,10,9,10,,10,9,10,9,8,8,8,10
Western,HungerStation,Restaurants,15-29,Female,Nationals,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,7,8,7,9,6,7,7,8,8,7,6,9,7,7
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Careemnow,ODS,30-39,Male,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Electronics,30-39,Female,Nationals,10,10,9,10,10,9,9,10,10,10,9,8,10,7,10
Central,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Personal_care,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,ODS,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,ODS,30-39,Female,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,15-29,Male,Nationals,8,8,6,7,5,9,,9,8,8,6,9,10,10,7
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,8,9,9,8,10,10,9,10,9,9,9,10,,10,10
Central,HungerStation,Restaurants,40-49,Male,Nationals,8,10,9,10,9,10,9,10,9,9,9,9,8,9,9
Eastern,MRSOOL,Restaurants,40-49,Female,Expat Arabs,9,8,8,8,9,9,8,8,8,9,8,8,8,8,9
Western,HungerStation,Restaurants,30-39,Male,Expat Asians,9,8,8,9,9,9,5,8,8,9,8,8,8,7,8
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Western,HungerStation,Personal_care,30-39,Female,Nationals,7,8,8,7,7,6,6,7,7,8,8,7,7,8,7
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,8,5,6,4,2,5,3,4,3,6,4,6,6,6,3
Central,HungerStation,Restaurants,15-29,Male,Expat Arabs,9,8,9,5,7,10,9,10,9,10,7,8,9,7,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Personal_care,30-39,Female,Nationals,3,7,4,1,4,4,2,3,3,4,6,7,7,7,6
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,8,8,8,7,5,7,4,7,8,8,7,8,8,9,8
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,8,9,8,5,5,7,6,7,10,8,,8,9,6,9
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,8,8,8,8,8,8,8,8,8,8,8,5,5,5,8
Western,HungerStation,Restaurants,15-29,Female,Expat Arabs,5,,,,,,,,,,,,,,
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,9,8,9,9,10,10,9,9,9,10,9,10,9,9,9
Western,HungerStation,Restaurants,30-39,Female,Expat Asians,10,3,3,3,3,3,3,3,3,3,2,3,3,2,3
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,8,8,8,7,7,7,8,7,8,7,8,8,7,8,6
Eastern,HungerStation,Restaurants,15-29,Male,Nationals,10,10,10,9,9,9,10,9,9,9,10,9,9,8,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,9,10,9,10,8,9,10,9,9,8,10,9,10,9,10
Central,MRSOOL,Restaurants,30-39,Female,Nationals,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,Nana,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Jahez,Restaurants,40-49,Male,Nationals,9,8,8,8,7,10,10,10,10,10,10,9,9,9,9
South,HungerStation,Personal_care,30-39,Female,Nationals,10,10,10,9,9,10,10,10,10,9,10,9,10,10,9
Western,MRSOOL,Restaurants,40-49,Male,Nationals,10,10,10,10,10,4,4,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,15-29,Male,Nationals,9,8,9,9,9,8,9,9,10,9,10,10,9,10,10
Eastern,Wassel,Restaurants,30-39,Female,Nationals,9,10,10,9,8,9,9,9,9,9,9,9,9,9,9
Western,Nana,Grocery,30-39,Female,Nationals,6,7,7,6,6,7,6,6,7,7,6,7,7,7,6
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9
Western,Careemnow,Restaurants,15-29,Female,Nationals,7,8,10,4,5,7,7,9,10,10,10,10,10,,8
Eastern,Careemnow,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,9,9,9,9,9,9,10,9,9,10
Western,MRSOOL,Restaurants,30-39,Male,Nationals,9,10,9,9,10,10,10,9,10,10,10,10,9,10,10
Northern,HungerStation,Grocery,15-29,Male,Nationals,6,8,6,8,6,10,4,5,8,4,7,6,5,8,10
Western,Careemnow,Restaurants,15-29,Female,Expat Arabs,8,6,6,8,5,7,6,7,5,8,7,6,6,6,6
Western,Careemnow,Restaurants,30-39,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,40-49,Female,Nationals,8,8,10,7,7,9,8,9,8,9,8,8,9,8,8
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,10,9,9,8,9,7,8,8,9,8,7,6,8,9
Central,Jahez,Restaurants,30-39,Male,Nationals,7,7,9,6,8,6,7,9,8,7,5,7,6,8,9
Western,Careemnow,Restaurants,40-49,Female,Nationals,10,10,9,10,9,9,9,8,9,9,9,10,8,9,9
Western,HungerStation,Restaurants,15-29,Female,Nationals,9,10,9,10,8,9,10,8,10,9,10,8,9,10,10
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Western,HungerStation,Personal_care,30-39,Female,Expat Asians,9,9,8,8,8,8,9,8,8,8,8,7,8,6,7
Northern,HungerStation,Restaurants,40-49,Male,Expat Arabs,9,7,8,8,8,8,8,8,8,8,8,6,8,8,8
Western,Nana,Grocery,30-39,Female,Nationals,9,10,10,9,9,10,8,7,7,7,7,8,8,8,9
South,HungerStation,Restaurants,30-39,Male,Expat Arabs,7,9,8,7,8,8,6,7,8,8,6,8,8,6,8
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,9,10,9,10,9,10,10,9,9,9,10,10,9,9,10
Northern,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Central,MRSOOL,Restaurants,30-39,Male,Expat Arabs,9,8,10,9,10,9,10,9,10,8,10,9,9,8,9
Northern,HungerStation,Restaurants,40-49,Male,Nationals,10,10,9,9,8,10,9,9,9,10,10,10,10,10,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,9,8,9,9,10,10,9,10,7,7,9,9,8,10,9
Central,HungerStation,Electronics,40-49,Male,Expat Asians,7,7,7,8,8,8,7,7,8,7,8,8,8,8,8
Central,MRSOOL,Grocery,30-39,Female,Nationals,10,10,10,10,10,9,9,10,10,10,10,10,10,9,10
Eastern,HungerStation,Personal_care,30-39,Male,Expat Asians,9,9,10,9,9,8,9,10,9,10,9,9,7,9,7
Western,HungerStation,Restaurants,30-39,Female,Nationals,7,9,8,9,8,9,8,9,8,9,8,9,9,9,8
Northern,Careemnow,ODS,15-29,Female,Nationals,10,10,10,7,3,3,6,9,10,10,10,7,10,6,6
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Restaurants,30-39,Male,Expat Arabs,9,10,9,7,7,9,8,9,10,10,10,6,9,8,9
Northern,HungerStation,Restaurants,30-39,Female,Nationals,10,8,8,8,5,5,5,5,6,6,6,5,,10,10
Western,MRSOOL,Restaurants,30-39,Female,Nationals,3,6,8,5,6,2,10,8,4,4,2,8,9,8,8
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,7,5,5,5,5,5,5,5,5,5,5,3,5,5,5
Northern,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,40-49,Male,Nationals,6,6,7,8,9,10,,10,9,8,7,6,5,4,3
South,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,9,10,9,10,10,10,9,8,9,10,10,10
Northern,Nana,Personal_care,50+,Male,Expat Asians,7,9,8,9,9,8,9,8,9,7,8,8,8,8,8
Northern,HungerStation,Grocery,30-39,Male,Nationals,4,7,5,7,7,7,7,8,8,8,8,8,8,8,8
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,10,5,4,5,6,5,6,5,6,5,6,6,7,8,3
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,7,8,8,6,8,8,8,9,8,6,8,8,9,8
Western,MRSOOL,ODS,40-49,Male,Nationals,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,Jahez,Grocery,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Grocery,30-39,Male,Nationals,5,5,8,3,3,5,3,4,4,5,5,4,5,5,5
Western,Wassel,Pharmacies,40-49,Male,Expat Arabs,8,7,6,8,8,7,7,7,8,7,8,9,7,7,8
Western,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Talabat,Grocery,50+,Female,Expat Arabs,9,9,9,6,10,10,10,10,10,10,8,8,8,7,7
Central,MRSOOL,Restaurants,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,6,6,6,6,6,5,6,8,6,6,6,6,6,7
Western,Jahez,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Electronics,30-39,Male,Expat Arabs,7,9,6,8,6,9,6,9,9,8,8,6,10,,10
Central,MRSOOL,Restaurants,40-49,Male,Nationals,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8
South,HungerStation,Restaurants,15-29,Male,Nationals,6,7,5,7,5,4,5,5,6,5,6,5,5,6,6
Western,Careemnow,Grocery,40-49,Male,Expat Arabs,9,8,8,10,10,10,10,10,10,,10,10,10,10,10
Northern,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Talabat,Electronics,30-39,Female,Nationals,7,7,9,8,9,9,8,6,9,9,8,8,6,9,9
Eastern,MRSOOL,Grocery,40-49,Male,Expat Arabs,5,7,6,5,6,6,5,5,5,4,6,7,1,1,5
